Q_ID,Video_ID,Rank,Answer,Time (sec)
I9QFj6lz15w,I9QFj6lz15w,6,"The Avocado seed is being punctured with toothpicks to allow air to circulate around the roots as it germinates, which helps prevent rot and promotes healthy growth.",0.6909
I9QFj6lz15w,I9QFj6lz15w,7,"The toothpicks are being used to suspend the Avocado seed from a plastic cup, providing support and allowing it to receive water and nutrients from the bottom of the cup while promoting root growth.",0.6909
I9QFj6lz15w,I9QFj6lz15w,8,"The Avocado seed is being punctured with toothpicks to allow it to be suspended in water, promoting the growth of the root system while keeping the seed from sitting at the bottom and rotting.",0.6909
I9QFj6lz15w,I9QFj6lz15w,9,"The toothpicks are being used to suspend the avocado seed in water, allowing it to sprout and grow into a plant.",0.6909
I9QFj6lz15w,I9QFj6lz15w,10,"The Avocado seed is being punctured with toothpicks to provide holes for the roots to grow through, allowing it to be planted and take root in soil.",0.6909
IazJA4RD4AE,IazJA4RD4AE,1,"The background is silent, with no discernible sounds.",0.5133
IazJA4RD4AE,IazJA4RD4AE,2,The speaker's voice is the primary sound heard in the background.,0.5133
IazJA4RD4AE,IazJA4RD4AE,3,"The background noise includes a low hum and distant voices, suggesting a public setting.",0.5133
IazJA4RD4AE,IazJA4RD4AE,4,The sound of a speaker's voice can be heard in the background as they are speaking.,0.5133
IazJA4RD4AE,IazJA4RD4AE,5,"The background noise includes a faint hum and occasional sounds that suggest a busy environment, possibly an office or a classroom.",0.5133
IazJA4RD4AE,IazJA4RD4AE,6,"The background is silent, with no sounds other than the speaker's voice.",0.5133
IazJA4RD4AE,IazJA4RD4AE,7,The sound of a camera shutter can be heard in the background as the speaker is speaking.,0.5133
IazJA4RD4AE,IazJA4RD4AE,8,The background noise is the sound of a speaker's voice.,0.5133
IazJA4RD4AE,IazJA4RD4AE,9,There is no sound in the background as the speaker is speaking.,0.5133
IazJA4RD4AE,IazJA4RD4AE,10,"The background noise includes a low hum and occasional static, which suggests a possible audio issue or recording environment.",0.5133
ICkVMgn44jc,ICkVMgn44jc,1,"Swimming in icy water can improve cardiovascular health, enhance endurance, and help in managing body weight.",0.4801
ICkVMgn44jc,ICkVMgn44jc,2,"Swimming in icy water can improve cardiovascular health, enhance endurance, and provide a unique sensory experience.",0.4801
ICkVMgn44jc,ICkVMgn44jc,3,"Swimming in icy water can help improve circulation, strengthen the immune system, and provide a refreshing mental and physical reset.",0.4801
ICkVMgn44jc,ICkVMgn44jc,4,"Swimming in icy water can improve cardiovascular health, enhance endurance, and provide a unique and invigorating sensory experience.",0.4801
ICkVMgn44jc,ICkVMgn44jc,5,"Swimming in icy water can provide benefits such as improved cardiovascular health, increased metabolism, and enhanced muscle flexibility.",0.4801
ICkVMgn44jc,ICkVMgn44jc,6,"Swimming in icy water can help improve circulation, strengthen the heart, and provide a refreshing sensory experience.",0.4801
ICkVMgn44jc,ICkVMgn44jc,7,"Swimming in icy water can help improve circulation, strengthen the immune system, and enhance mental resilience.",0.4801
ICkVMgn44jc,ICkVMgn44jc,8,"Swimming in icy water can help improve cardiovascular health, increase endurance, and reduce inflammation.",0.4801
ICkVMgn44jc,ICkVMgn44jc,9,"Swimming in icy water can help improve cardiovascular health, increase endurance, and enhance mental resilience.",0.4801
ICkVMgn44jc,ICkVMgn44jc,10,"Swimming in icy water can improve cardiovascular health, enhance endurance, and provide a unique stress-relieving experience.",0.4801
Ie-KCtcZ7uc,Ie-KCtcZ7uc,1,What are you doing with a Bentley Bentayga?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,2,What's the story with that Bentley?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,3,What are they doing driving a Bentley Bentayga?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,4,What are you doing with that Bentley Bentayga?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,5,"The first question asked of these young men driving away in a Bentley Bentayga is, ""Where are you headed?""",0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,6,What are the odds of them pulling a stunt like that in their Bentley Bentayga?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,7,"The first question asked is ""What are you driving?""",0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,8,What is the name of the car you're driving?,0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,9,"The first question asked is ""Where are you going?""",0.5757
Ie-KCtcZ7uc,Ie-KCtcZ7uc,10,What are your plans for the weekend?,0.5757
IEE2dPefD58,IEE2dPefD58,1,The baby looks away from the woman after staring at her.,0.3476
IEE2dPefD58,IEE2dPefD58,2,The baby looks at the woman.,0.3476
IEE2dPefD58,IEE2dPefD58,3,The baby looks away after staring at the woman.,0.3476
IEE2dPefD58,IEE2dPefD58,4,The baby looks around the room.,0.3476
IEE2dPefD58,IEE2dPefD58,5,The baby looks at the woman.,0.3476
IEE2dPefD58,IEE2dPefD58,6,The baby looks away and then coos.,0.3476
IEE2dPefD58,IEE2dPefD58,7,The baby looks away from the woman and towards something else.,0.3476
IEE2dPefD58,IEE2dPefD58,8,The baby looks away from the woman.,0.3476
IEE2dPefD58,IEE2dPefD58,9,The baby looks away from the woman.,0.3476
IEE2dPefD58,IEE2dPefD58,10,The baby looks away after staring at the woman.,0.3476
IF1G49x7rUk,IF1G49x7rUk,1,"The cat then proceeds to pour a large amount of water over the fish, likely attempting to extinguish the fire from the hot oil, which is a dangerous and unwise action.",0.7449
IF1G49x7rUk,IF1G49x7rUk,2,The cat then fries the fish in the oil.,0.7449
IF1G49x7rUk,IF1G49x7rUk,3,The cat then serves the fish by placing it on a plate.,0.7449
IF1G49x7rUk,IF1G49x7rUk,4,"The cat then proceeds to eat the fish, despite the oil spill, showing no concern for hygiene.",0.7449
IF1G49x7rUk,IF1G49x7rUk,5,The cat then sets the pot on the stove to cook the fish.,0.7449
IF1G49x7rUk,IF1G49x7rUk,6,The cat then proceeds to burn its paws while trying to remove the fish from the oil.,0.7449
IF1G49x7rUk,IF1G49x7rUk,7,The cat then places the fish into a pan with the oil.,0.7449
IF1G49x7rUk,IF1G49x7rUk,8,The cat then proceeds to set the fish on fire.,0.7449
IF1G49x7rUk,IF1G49x7rUk,9,The cat then proceeds to serve the fish with a side of hot oil.,0.7449
IF1G49x7rUk,IF1G49x7rUk,10,"The cat likely cleans up the mess and then decides to drink the leftover oil from the fish, as the cat's actions suggest a lack of awareness of the consequences of its actions.",0.7449
IgHdataMrsI,IgHdataMrsI,1,The doctor is likely demonstrating a medical procedure or technique on the stuffed animal to practice or explain it before performing it on a patient.,0.5863
IgHdataMrsI,IgHdataMrsI,2,The doctor is likely demonstrating a technique or conducting a physical examination on the stuffed animal to practice skills or to help explain procedures to a patient.,0.5863
IgHdataMrsI,IgHdataMrsI,3,"The doctor is likely using the stuffed animal to demonstrate proper needle insertion technique to a child patient, making the procedure less intimidating.",0.5863
IgHdataMrsI,IgHdataMrsI,4,The doctor is likely using the large stuffed animal as a tool to demonstrate or practice a medical procedure in a controlled and non-threatening environment.,0.5863
IgHdataMrsI,IgHdataMrsI,5,The doctor is likely using the stuffed animal as a teaching tool or to engage a young patient during a medical examination.,0.5863
IgHdataMrsI,IgHdataMrsI,6,The doctor is likely using the stuffed animal as a playful or comforting gesture to make a young patient more comfortable during the examination.,0.5863
IgHdataMrsI,IgHdataMrsI,7,"The doctor is likely using the large stuffed animal as a tool to demonstrate how to properly handle and examine a patient, teaching a technique or practicing palpation skills.",0.5863
IgHdataMrsI,IgHdataMrsI,8,The doctor is likely demonstrating how to properly handle a patient or practice injection techniques without causing harm.,0.5863
IgHdataMrsI,IgHdataMrsI,9,The doctor is likely using the stuffed animal as a teaching tool to demonstrate techniques or explain procedures to a child patient in a non-threatening and engaging way.,0.5863
IgHdataMrsI,IgHdataMrsI,10,The doctor is likely using the stuffed animal to demonstrate proper needle insertion technique or to help the patient feel more comfortable and relaxed during a medical procedure.,0.5863
IGL7j9-JRG4,IGL7j9-JRG4,1,"The heart is primarily made of cardiac muscle tissue, which is specialized to contract and pump blood efficiently.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,2,"The heart is primarily composed of cardiac muscle, which is specialized to pump blood efficiently through the circulatory system.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,3,"The heart is primarily made of cardiac muscle, also known as myocardium, which is responsible for the rhythmic contractions that pump blood throughout the body.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,4,"The heart is made of cardiac muscle, also known as myocardium, which is a special type of muscle tissue that can contract and relax without fatigue.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,5,"The heart is made of cardiac muscle, which is specialized to contract rhythmically to pump blood throughout the body.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,6,"The heart is primarily made of cardiac muscle tissue, which is a specialized type of muscle that can contract rhythmically without being directly controlled by the nervous system.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,7,"The heart is primarily made of cardiac muscle, also known as myocardium, which is specialized to contract and pump blood efficiently.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,8,"The heart is primarily made of muscle tissue, specifically cardiac muscle, which is a type of striated muscle.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,9,"The heart is primarily made of cardiac muscle, which is a specialized type of muscle that can contract and relax without fatigue.",0.7477
IGL7j9-JRG4,IGL7j9-JRG4,10,"The heart is primarily composed of cardiac muscle, which is a special type of muscle that can contract and relax without fatigue, allowing it to pump blood throughout the body.",0.7477
IgvTAaTs1h0,IgvTAaTs1h0,1,The model appears in three shots in this video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,2,The model appears in two shots in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,3,The model is appearing in 10 shots in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,4,The model is appearing in 1 shot in this video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,5,The model is appearing in one shot in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,6,The model is appearing in 10 shots in this video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,7,The model is appearing in 3 shots in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,8,The model appears in one shot in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,9,The model is appearing in 4 shots in the video.,0.3943
IgvTAaTs1h0,IgvTAaTs1h0,10,The model is appearing in 3 shots in the video.,0.3943
Ih-J19BMr2k,Ih-J19BMr2k,1,The man is walking with a skateboard.,0.5635
Ih-J19BMr2k,Ih-J19BMr2k,2,The man is standing in front of a wall with a textured pattern.,0.5635
Ih-J19BMr2k,Ih-J19BMr2k,3,"The man in the image is holding a cup, possibly enjoying a beverage.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,4,The man appears to be engaged in a conversation or listening intently to someone off-camera.,0.5635
Ih-J19BMr2k,Ih-J19BMr2k,5,"The man is standing and looking to his right, possibly observing something or someone off-camera.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,6,"The man appears to be standing and looking off to the side, possibly engaged in a conversation or observing something.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,7,"The man appears to be standing with his hands in his pockets, possibly waiting or observing his surroundings.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,8,"The man appears to be standing in front of a white background, possibly posing for a portrait or a photograph.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,9,"The man appears to be standing in a room with a bookshelf behind him, possibly in a library or study.",0.5635
Ih-J19BMr2k,Ih-J19BMr2k,10,"The man appears to be engaged in an activity that involves his hands, possibly playing a musical instrument or working on a craft.",0.5635
IhSgnUly68U,IhSgnUly68U,1,The man then applies RockTape to the top of his foot.,0.5758
IhSgnUly68U,IhSgnUly68U,2,"The man applies RockTape to the bottom of his foot, presumably to provide support or relief from pain.",0.5758
IhSgnUly68U,IhSgnUly68U,3,"The man proceeds to apply RockTape to the bottom of his foot, likely to provide support and reduce pain in the area.",0.5758
IhSgnUly68U,IhSgnUly68U,4,"The man appears to be preparing to apply RockTape to the bottom of his foot, possibly to provide support or alleviate pain in the area.",0.5758
IhSgnUly68U,IhSgnUly68U,5,"The man is likely preparing for a physical activity or sport where foot protection is beneficial, possibly involving running or other sports that require stability and support.",0.5758
IhSgnUly68U,IhSgnUly68U,6,"The man wraps the RockTape around his foot, securing it in place.",0.5758
IhSgnUly68U,IhSgnUly68U,7,"The man likely continues his activity or workout, using the RockTape for support and stability.",0.5758
IhSgnUly68U,IhSgnUly68U,8,The man proceeds to walk across a room.,0.5758
IhSgnUly68U,IhSgnUly68U,9,The man likely proceeds to walk or perform an activity to test the effectiveness and comfort of the RockTape application.,0.5758
IhSgnUly68U,IhSgnUly68U,10,The man continues to walk on a brick path after applying RockTape to the bottom of his foot.,0.5758
IipsUXtbfi0,IipsUXtbfi0,1,"The key event in the video is the sunrise, which illuminates the sky and casts a warm glow over the landscape.",0.8112
IipsUXtbfi0,IipsUXtbfi0,2,The key event in the video is the appearance of a man in a green shirt and blue jeans standing in a room.,0.8112
IipsUXtbfi0,IipsUXtbfi0,3,"The video captures a significant moment where the first person expresses their gratitude, possibly after receiving a gift or assistance, which is evident from the enthusiastic ""Thank you"" and the smiling face.",0.8112
IipsUXtbfi0,IipsUXtbfi0,4,"The key event in the video is the appearance of a text box with the word ""INTRO"" indicating the start of an introduction or overview.",0.8112
IipsUXtbfi0,IipsUXtbfi0,5,"The video depicts a scene where a person is setting up a camera tripod in an outdoor environment, likely preparing for a photography session or a video recording.",0.8112
