Q_ID,Video_ID,Rank,Answer,Time (sec),,
Gw_73ZoYFr8,Gw_73ZoYFr8,3,There are no books in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,4,There are no books in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,5,There is one book in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,6,There is one book in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,7,There are no books in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,8,There are no books in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,9,There are no books in the video.,3.651,,
Gw_73ZoYFr8,Gw_73ZoYFr8,10,There are no books in the video.,3.651,,
GxcEldb2Prw,GxcEldb2Prw,1,"The man is seen gesturing with his hands, which might indicate frustration, as he is talking to the woman who is trying to drive.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,2,"The man is gesturing with his hands and looking at the woman, indicating he is frustrated or concerned.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,3,"The man is gesturing with his hands and appears to be talking to the woman, possibly expressing frustration or concern about her driving ability.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,4,The man's body language and the text overlay suggest he is frustrated with the woman's driving attempt.,3.8304,,
GxcEldb2Prw,GxcEldb2Prw,5,"The man is making a hand gesture that indicates frustration, and the text overlay suggests he is annoyed with the woman's driving.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,6,"The man is seen making a frustrated gesture with his hand, indicating his frustration with the woman's attempt to drive.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,7,"The man's frustrated expression and body language, such as the way he is holding his head and gesturing, indicate his frustration.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,8,"The man is frustrated as indicated by his gestures and the text overlay ""When she tries to drive ????"" which suggests he finds her driving attempts amusing and potentially embarrassing.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,9,"The man is seen pointing at the woman while she struggles with the car, indicating his frustration.",3.8304,,
GxcEldb2Prw,GxcEldb2Prw,10,"The man is gesturing and looking exasperated, indicating his frustration.",3.8304,,
Gxwk3wdwV08,Gxwk3wdwV08,1,"The man realizes he has been brushing his teeth with toothpaste that has a strong flavor and color, causing the blood in his mouth.",3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,2,"The man realizes that he has bitten his tongue while brushing his teeth, which resulted in blood running out of his mouth.",3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,3,The man realizes he has bitten his tongue while brushing his teeth.,3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,4,The man realizes that he has bitten his lip while brushing his teeth and is bleeding.,3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,5,The man realizes that he is bleeding from his mouth while brushing his teeth.,3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,6,"The man realizes he might have bitten his lip or cheek while brushing his teeth, leading to the blood.",3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,7,The man realizes that he has accidentally swallowed toothpaste and that he needs to spit it out.,3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,8,"The man realizes that he has bitten his tongue and is bleeding, which leads to him considering whether he should subscribe for more content or not.",3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,9,The man realizes he has bitten his toothbrush instead of brushing his teeth.,3.7524,,
Gxwk3wdwV08,Gxwk3wdwV08,10,The man realizes that he has bitten the toothbrush while brushing his teeth.,3.7524,,
GYqVa5CA8jM,GYqVa5CA8jM,1,no,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,2,No,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,3,yes,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,4,"No, the little boy does not like his medicine as he looks up at the woman who is giving him the spoon of medicine.",3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,5,"No, the little boy does not like his medicine.",3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,6,no,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,7,"No, the little boy does not seem to like his medicine.",3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,8,yes,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,9,no,3.9711,,
GYqVa5CA8jM,GYqVa5CA8jM,10,No,3.9711,,
H18wdPYmAOA,H18wdPYmAOA,1,"The skin showed improvement in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,2,"The skin improved with acne scars, wrinkles, and the appearance of large pores being reduced.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,3,"The skin improved, with a reduction in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,4,"The skin improved in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,5,"The skin improved, reducing acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,6,"The skin showed improvement in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,7,"The skin improved with a reduction in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,8,"The skin showed improvement in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,9,"The skin improved, with reduction in acne scars, wrinkles, and the appearance of large pores.",3.6445,,
H18wdPYmAOA,H18wdPYmAOA,10,"The skin showed improvement in acne scars, wrinkles, and the appearance of large pores after using the new laser resurfacing machine.",3.6445,,
H6npY5v3HVs,H6npY5v3HVs,1,boxing,3.695,,
H6npY5v3HVs,H6npY5v3HVs,2,boxing,3.695,,
H6npY5v3HVs,H6npY5v3HVs,3,The two individuals are engaged in kickboxing.,3.695,,
H6npY5v3HVs,H6npY5v3HVs,4,Boxing,3.695,,
H6npY5v3HVs,H6npY5v3HVs,5,The two individuals are engaged in boxing.,3.695,,
H6npY5v3HVs,H6npY5v3HVs,6,boxing,3.695,,
H6npY5v3HVs,H6npY5v3HVs,7,These two individuals are engaged in boxing.,3.695,,
H6npY5v3HVs,H6npY5v3HVs,8,The two individuals are engaged in boxing.,3.695,,
H6npY5v3HVs,H6npY5v3HVs,9,Boxing.,3.695,,
H6npY5v3HVs,H6npY5v3HVs,10,boxing,3.695,,
H8GzucU2bb0,H8GzucU2bb0,1,"Yes, the child is grateful for getting the i-pad as they hug the person who gave it to them.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,2,"Yes, the child appears grateful as he reaches out to take the tablet and the man gives him a warm hug.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,3,"Yes, the child seems happy and grateful for getting the i-pad.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,4,"The child appears to be happy and excited about receiving the iPad, as indicated by the hug from the adult.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,5,"Yes, the child appears grateful for receiving the i-pad.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,6,"Yes, the child appears grateful and excited to receive the i-pad.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,7,"Yes, the child appears to be grateful for getting the iPad, as indicated by their excited reaction and the embrace from the adult.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,8,"Yes, the child appears grateful and happy as he reaches out to take the tablet and hugs the person who gave it to him.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,9,"Yes, the child seems to be grateful for getting the iPad, as he reaches out to take it and is comforted by the adult after receiving it.",3.7505,,
H8GzucU2bb0,H8GzucU2bb0,10,"Yes, the child seems grateful for getting the iPad, as he is shown holding it close and interacting with it happily.",3.7505,,
H9h3o-BKTbM,H9h3o-BKTbM,1,"The young man likely has a funny look on his face because the monkey is dancing in a crowd of people, which is unexpected and amusing.",3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,2,The young man has a funny look on his face because he is surprised and amused by seeing a monkey in a crowd of people at a concert in Ohio.,3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,3,The young man is likely amused or surprised by the unexpected sight of a monkey in a crowd of people at a concert in Ohio.,3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,4,The young man is likely amused or surprised by the unexpected sight of a monkey in a crowd of people at a concert in Ohio.,3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,5,"The young man likely has a funny look on his face because the monkey in a crowd of people is an unusual and unexpected sight at a concert, which is a humorous and surprising moment.",3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,6,"The young man appears to be amused or surprised by the monkey's presence in the crowd, which is an unexpected and humorous sight at a concert.",3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,7,The young man likely has a funny look on his face because he finds the unexpected sight of a monkey in a crowd of people at a concert humorous and amusing.,3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,8,"The young man likely has a funny look on his face because he is amused or surprised by the unexpected sight of a monkey dancing in the crowd at a concert, which is unusual and unexpected in such a setting.",3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,9,"The young man has a funny look on his face because the monkey is dressed up and dancing, which is unexpected and humorous at a concert setting.",3.798,,
H9h3o-BKTbM,H9h3o-BKTbM,10,The young man is likely surprised or amused by the unusual sight of a monkey in a crowd of people at a concert in Ohio.,3.798,,
HALDk0pCfXU,HALDk0pCfXU,1,The dog looks up at the camera with a surprised expression.,3.7199,,
HALDk0pCfXU,HALDk0pCfXU,2,The dog looks up confused and starts to laugh.,3.7199,,
HALDk0pCfXU,HALDk0pCfXU,3,The dog looks at the phone with a confused expression.,3.7199,,
HALDk0pCfXU,HALDk0pCfXU,4,"The dog looks confused and then starts to say ""SCHEDULEEE"".",3.7199,,
HALDk0pCfXU,HALDk0pCfXU,5,"The dog looks at the phone and then starts to react with a surprised expression, showing confusion and frustration.",3.7199,,
HALDk0pCfXU,HALDk0pCfXU,6,The dog makes a surprised expression.,3.7199,,
HALDk0pCfXU,HALDk0pCfXU,7,"The dog looks confused and says, ""I canceled Monday last week,"" then yawns and says, ""ScheduL.""",3.7199,,
HALDk0pCfXU,HALDk0pCfXU,8,"The dog steps on the phone, causing it to vibrate, and then looks surprised.",3.7199,,
HALDk0pCfXU,HALDk0pCfXU,9,The dog steps on the smart phone and makes a surprised expression.,3.7199,,
HALDk0pCfXU,HALDk0pCfXU,10,"The dog looks at the phone screen and says ""I CANCELED MUNDAY LAST WEEK.""",3.7199,,
HAsemyRhNj8,HAsemyRhNj8,1,The 22-year-old in the video gives clues about not being a natty bro by having a beard and being bald.,10.1485,,
HAsemyRhNj8,HAsemyRhNj8,2,"The 22-year-old shows he's not a natural bodybuilder by having a beard and being bald, as highlighted in the video.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,3,"The 22-year-old hints at not being a natty bro by mentioning he has a beard and is going bald, suggesting he has not been naturally growing his hair.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,4,"The 22-year-old in the video shows signs of not being a ""natty bro"" by having a beard and being bald, which are not typical characteristics of a natural bodybuilder.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,5,"The 22-year-old in the video gives clues about not being a natural bodybuilder by having a beard and being bald, which are typically associated with older individuals rather than young bodybuilders.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,6,"The 22-year-old is wearing a beard and is bald, which are considered clues that he may not be a natural bodybuilder.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,7,"The 22-year-old displays a beard and is in the gym, which might suggest he is not a natural bodybuilder.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,8,"The 22-year-old gives clues about not being a natty bro by mentioning that he has a beard and is not bald, indicating that he is not a natural bodybuilder.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,9,"The 22-year-old displays a full beard and a bald head, which are not typical features for a natural bodybuilder.",10.1485,,
HAsemyRhNj8,HAsemyRhNj8,10,"The 22-year-old shows his beard and bald head, indicating he's not a natural bodybuilder.",10.1485,,
HC74qkV2-YA,HC74qkV2-YA,1,The men are seen picking up the paper from the floor and discussing its significance.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,2,The men pick up the paper from the floor.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,3,The men pick up the paper from the floor and continue to clean the room.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,4,"The men are seen picking up the paper from the floor, possibly as part of a cleaning or organizing activity.",4.0366,,
HC74qkV2-YA,HC74qkV2-YA,5,The men pick up the paper from the floor.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,6,The men pick up the paper on the floor and throw it away as part of the cleaning process.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,7,The men pick up the paper from the floor and continue to clean up the cluttered room.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,8,The men pick up the paper from the floor and organize it.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,9,The men pick up the paper on the floor and sort through the cluttered room.,4.0366,,
HC74qkV2-YA,HC74qkV2-YA,10,The men pick up the paper from the floor.,4.0366,,
HCE45LGztlo,HCE45LGztlo,1,"When you commit a sin, a large red heart symbol appears above your head, indicating the negative impact on your spiritual well-being.",4.2949,,
HCE45LGztlo,HCE45LGztlo,2,"When you commit a sin, a heart appears above your head, symbolizing the impact of your actions on your inner self.",4.2949,,
HCE45LGztlo,HCE45LGztlo,3,"When you commit a sin, a large heart symbol appears above your head, indicating the negative impact of the action.",4.2949,,
HCE45LGztlo,HCE45LGztlo,4,"When you commit a sin, the heart becomes black, indicating a state of displeasure and sorrow.",4.2949,,
HCE45LGztlo,HCE45LGztlo,5,"When you commit a sin, it causes a red heart to appear, symbolizing the negative effect on your heart and soul.",4.2949,,
HCE45LGztlo,HCE45LGztlo,6,"When you commit a sin, you may experience consequences such as feelings of remorse or guilt, and it can negatively impact your relationships with others.",4.2949,,
HCE45LGztlo,HCE45LGztlo,7,"The heart in the image appears to be depicted as being scorched by flames, which could symbolize the negative impact of committing a sin, as suggested by the Hadith from Tirmidhi mentioned in the image.",4.2949,,
HCE45LGztlo,HCE45LGztlo,8,"When you commit a sin, you might experience negative consequences or negative emotions, as depicted in the image where the character with the heart feels unwell after a heart attack.",4.2949,,
HCE45LGztlo,HCE45LGztlo,9,"When you commit a sin, a large red heart with black stripes appears above your head, symbolizing the negative impact of sin on your character and morality.",4.2949,,
HCE45LGztlo,HCE45LGztlo,10,"When you commit a sin, you may experience feelings of remorse and negative consequences, as depicted by the characters in the video who are shown with a heart symbol, indicating the emotional impact of their actions.",4.2949,,
HcvOhX3n784,HcvOhX3n784,1,"By the end of the video, the woman is holding a fluffy dog and smiling.",4.0363,,
HcvOhX3n784,HcvOhX3n784,2,The woman is holding a small white dog.,4.0363,,
HcvOhX3n784,HcvOhX3n784,3,The person is holding a fluffy white dog and smiling.,4.0363,,
HcvOhX3n784,HcvOhX3n784,4,"By the end of the video, the woman is holding a fluffy white dog while smiling.",4.0363,,
HcvOhX3n784,HcvOhX3n784,5,"By the end of the video, the woman is seen holding a fluffy white dog.",4.0363,,
HcvOhX3n784,HcvOhX3n784,6,"By the end of the video, the woman is holding a small white dog with a yellow collar.",4.0363,,
HcvOhX3n784,HcvOhX3n784,7,The person is holding a small fluffy dog and smiling.,4.0363,,
HcvOhX3n784,HcvOhX3n784,8,"By the end of the video, the woman is holding a fluffy white dog and smiling at the camera.",4.0363,,
HcvOhX3n784,HcvOhX3n784,9,"By the end of the video, the woman is holding a small fluffy dog and smiling.",4.0363,,
HcvOhX3n784,HcvOhX3n784,10,The person is holding a small dog and smiling.,4.0363,,
HD2_qedLUTE,HD2_qedLUTE,1,"""Your not a cop cop vests black"" and ""J. GURARTE.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,2,"The first two sentences spoken in the video are ""nugget"" and ""your not a cop cop vests black"".",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,3,"The first two sentences spoken in the video are ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,4,"The first two sentences spoken in the video are ""nugget"" and ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,5,"Nugget: ""Your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,6,"The first two sentences spoken in the video are ""nugget"" and ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,7,"The first two sentences spoken in the video are ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,8,"The first two sentences spoken in the video are ""nugget"" and ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,9,"The first two sentences spoken in the video are ""your not a cop cop vests black.""",3.5697,,
HD2_qedLUTE,HD2_qedLUTE,10,"""Your not a cop cop vests black""",3.5697,,
HD9FEp5RDRs,HD9FEp5RDRs,1,The water bowl is on the floor of the vehicle.,3.9303,,
HD9FEp5RDRs,HD9FEp5RDRs,2,"The water bowl is on the floor of the vehicle, near the German Shepherd.",3.9303,,
